case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-00017,TXN-857168,order never delivered although tracking says pending,Product not received,441.75,True,True,True,True
SYN-00513,TXN-863187,did not receive the product,Product not received,21953.21,False,False,False,True
SYN-00203,TXN-903531,charged twice for the same order,Duplicate charge,49711.97,False,False,False,True
SYN-00868,TXN-363592,merchant has not processed my refund. custmer says,Refund not processed,15876.52,True,False,True,True
SYN-01048,TXN-595268,unclear problem with this purchase,Other,27146.48,False,False,True,True
SYN-00129,TXN-377896,my parcel has not arrived,Product not received,35317.37,False,True,True,True
SYN-01337,TXN-780154,order never delivred although tracking says pending,Product not received,8889.74,False,False,False,True
SYN-00487,TXN-134677,renewal ebit after cancellation,Subscription cancellation dispute,4509.6,False,False,False,True
SYN-00759,TXN-112800,membershipwas cancelled but billing continued. urgent,Subscription cancellation dispute,57451.37,False,True,True,True
SYN-00849,TXN-502824,my parcel has not arrived,Product not received,41674.32,True,False,True,True
SYN-00211,TXN-492127,charged twice for the same order,Duplicate charge,29854.15,False,False,False,True
SYN-00554,TXN-897730,service was not as advertised,Product not as described,53334.09,False,False,False,True
SYN-00712,TXN-414985,payment dispute needs investigation,Other,44722.89,False,False,False,True
SYN-00027,TXN-198907,same transaction debited two times. details missing,Duplicate charge,30647.49,True,False,True,True
SYN-01333,TXN-293007,unknown purchase on my statement,Transaction not recognized,20507.04,False,False,False,True
SYN-00351,TXN-904905,membership was cancelled but billing continued,Subscription cancellation dispute,13657.74,True,False,True,True
SYN-00470,TXN-381607,invoice total differs from debit,Incorrect transaction amount,17122.15,True,False,True,True
SYN-00360,TXN-536181,unclear problem with this purchase,Other,8019.4,True,True,True,True
SYN-00993,TXN-904894,order never delivered although tracking says pending. merchant disagrees,Product not received,38823.69,True,True,True,True
SYN-00244,TXN-843788,return copleted but money not credited,Refund not processed,12314.29,False,False,False,True
SYN-00457,TXN-435039,did not receive the product. detals missing,Product not received,18001.33,True,False,True,True
SYN-00386,TXN-611751,item is different from its description,Product not as described,34210.69,False,False,False,True
SYN-00727,TXN-163029,renewal debit after cancellation,Subscription cancellation dispute,19307.39,False,False,False,True
SYN-00427,TXN-237057,charged twice for the same order,Duplicate charge,49750.47,False,True,True,True
SYN-00233,TXN-488984,order never delivered although tracking says pending,Product not received,33853.66,True,True,True,True
SYN-01024,TXN-732829,I have another issue with this transaction. ref tx,Other,67799.23,False,False,False,True
SYN-01419,TXN-960270,charged twice for the same order,Duplicate charge,34902.71,False,False,False,True
SYN-00764,TXN-723870,refund promised but not received,Refund not processed,51924.91,False,False,False,True
SYN-00874,TXN-825835,product quality and colour do not match,Product not as described,9714.57,False,False,False,True
SYN-01105,TXN-415242,did not receive the product. possible mix up,Product not received,42318.07,True,False,True,True
SYN-00607,TXN-123536,charged after cancelling subscription,Subscription cancellation dispute,62535.54,True,True,True,True
SYN-01111,TXN-229410,renewal debit after cancellation,Subscription cancellation dispute,33498.67,False,False,False,True
SYN-01367,TXN-489739,charged aftr cancelling subscription,Subscription cancellation dispute,72375.47,False,True,True,True
SYN-01493,TXN-467230,I do not reconize this payment,Transaction not recognized,19006.47,False,True,True,True
SYN-00338,TXN-339220,product quality and colour do not match,Product not as described,33900.61,False,False,False,True
SYN-00098,TXN-410636,service was not as advertised,Product not as described,62480.43,False,False,False,True
SYN-01073,TXN-693071,did not receive the product,Product not received,74177.19,False,False,False,True
SYN-00473,TXN-626491,did not receive the product,Product not received,53629.78,True,False,True,True
SYN-01058,TXN-106907,product quality and colour do not match,Product not as described,57737.37,True,False,True,True
SYN-01443,TXN-492125,duplicate payment appears on my card,Duplicate charge,42621.79,False,False,False,True
SYN-01452,TXN-104872,return completed but money not credited,Refund not processed,64236.37,True,False,True,True
SYN-00926,TXN-207392,charged the wrong amount,Incorrect transaction amount,68326.85,False,False,False,True
SYN-00270,TXN-281594,amount taken is higher than agreed. urgent,Incorrect transaction amount,28385.87,False,False,False,True
SYN-00721,TXN-787247,did not receive the product. custmer says,Product not received,25969.81,False,False,False,True
SYN-01297,TXN-640028,my parcel has not arrived,Product not received,36077.74,False,False,False,True
SYN-00522,TXN-268163,item is different from its description,Product not as described,30849.18,False,False,False,True
SYN-00407,TXN-663772,renewal debit after cancellation,Subscription cancellation dispute,48111.83,False,False,False,True
SYN-00285,TXN-284019,I never authorized thistransaction. urgent,Transaction not recognized,56844.51,False,False,False,True
SYN-00953,TXN-994303,my parcel has nt arrived,Product not received,33868.09,False,True,True,True
SYN-00025,TXN-340062,my parcel has not arrived,Product not received,47406.13,True,True,True,True
SYN-01599,TXN-867173,charged after cancelling subscription,Subscription cancellation dispute,74482.17,True,False,True,True
SYN-00631,TXN-872722,membership was cancelled but billing continued,Subscription cancellation dispute,38926.67,False,False,False,True
SYN-00745,TXN-803950,my parcel has not arrived. possible mix up,Product not received,16846.28,False,False,False,True
SYN-00073,TXN-829308,order never delivered although tracking says pending,Product not received,43888.72,False,False,False,True
SYN-00633,TXN-630829,order never delivered although tracking says pending. urgent,Product not received,13291.78,False,True,True,True
SYN-00007,TXN-498591,charged after cancelling subscription. urgent,Subscription cancellation dispute,65012.84,False,False,False,True
SYN-01580,TXN-966945,merchant has not processed my refund,Refund not processed,42786.37,False,False,False,True
SYN-00133,TXN-934816,I neverauthorized this transaction,Transaction not recognized,3639.17,False,False,False,True
SYN-00209,TXN-992512,my parcel has not arrived,Product not received,63472.59,False,True,True,True
SYN-00373,TXN-304607,I do not recognize this payment. ref tx,Transaction not recognized,36448.23,False,False,False,True
SYN-00342,TXN-127537,invoice total differs from debit. please help,Incorrect transaction amount,30721.11,False,False,False,True
SYN-01098,TXN-163577,service was not as advertised,Product not as described,8807.2,False,False,False,True
SYN-01172,TXN-732672,return cmpleted but money not credited,Refund not processed,62020.14,False,True,True,True
SYN-01067,TXN-951266,charged twice for the same order,Duplicate charge,26024.09,False,False,False,True
SYN-01384,TXN-946699,unclear problem with this purchase,Other,66353.16,True,False,True,True
SYN-01060,TXN-339266,merchant has not processed my refund,Refund not processed,31744.24,True,False,True,True
SYN-01448,TXN-652874,unclear problem with this purchase,Other,45214.38,False,False,True,True
SYN-00043,TXN-459536,charged twice for the same order,Duplicate charge,15954.31,True,False,True,True
SYN-00933,TXN-145383,I do not recognize this payment. possible mix up,Transaction not recognized,68157.9,False,False,False,True
SYN-00741,TXN-211957,I never authorized this transaction,Transaction not recognized,58477.05,False,False,False,True
SYN-01001,TXN-298561,order never delivered although tracking says pending. possible mix up,Product not received,54557.49,True,False,True,True
SYN-00088,TXN-782054,unclear problem with this purchase,Other,39226.18,True,True,True,True
SYN-01540,TXN-418157,merchant has not processed my refnd,Refund not processed,32476.8,False,False,False,True
SYN-01041,TXN-761032,did not receive the product. merchant disagrees,Product not received,788.0,False,True,True,True
SYN-00161,TXN-790909,order never delivered although traking says pending,Product not received,54597.5,True,False,True,True
SYN-00539,TXN-224473,charged twice for the same order. ref tx,Duplicate charge,33640.14,False,False,False,True
SYN-00634,TXN-370211,item is different from its description,Product not as described,38593.36,True,True,True,True
SYN-00793,TXN-659399,order never delivered although tracking says pending,Product not received,50380.77,False,False,False,True
SYN-01026,TXN-555193,product quality and colour do not match,Product not as described,46116.92,False,False,False,True
SYN-00257,TXN-900961,order never delivered although tracking says pending,Product not received,54617.33,False,False,False,True
SYN-00653,TXN-953350,unknown purchase on my statement,Transaction not recognized,4689.78,False,False,False,True
SYN-00963,TXN-274721,duplicate payment appears on my card. custmer says,Duplicate charge,50120.26,False,False,False,True
SYN-01177,TXN-167077,my parcel has not arrived,Product not received,10872.5,True,True,True,True
SYN-00816,TXN-672696,unclear problem with this purchase. ref tx,Other,30930.08,True,False,True,True
SYN-01567,TXN-163766,charged after cancelling subscription. details missing,Subscription cancellation dispute,53858.07,False,True,True,True
SYN-01435,TXN-222900,charged twice for the same order. please help,Duplicate charge,64139.56,False,False,False,True
SYN-00284,TXN-581206,refund promised but not received,Refund not processed,12353.73,True,True,True,True
SYN-00514,TXN-613989,service was not as advertised,Product not as described,25835.76,False,False,False,True
SYN-00788,TXN-220020,merchant has not processed my refund. merchant disagrees,Refund not processed,11979.86,False,False,False,True
SYN-01425,TXN-266140,order never delivered although tracking says pending. custmer says,Product not received,23995.06,False,False,False,True
SYN-01209,TXN-181961,my parcel has not arrived. urgent,Product not received,17875.23,False,False,False,True
SYN-01137,TXN-157259,did not receive the product,Product not received,62670.92,True,False,True,True
SYN-00304,TXN-316092,I have another issue with this transaction. custmer says,Other,1369.32,False,False,False,True
SYN-00903,TXN-623676,membership was cancelled but billing continued,Subscription cancellation dispute,2063.43,False,True,True,True
SYN-00446,TXN-986278,amount taken is higher than agreed. urgent,Incorrect transaction amount,70153.35,False,False,False,True
SYN-00157,TXN-952547,I do not recognize this payment,Transaction not recognized,44061.04,False,False,False,True
SYN-00785,TXN-146168,my parcel has not arrived. please help,Product not received,506.42,False,False,False,True
SYN-00609,TXN-854500,my parcel has not arrived. urgent,Product not received,47893.82,False,False,False,True
SYN-00985,TXN-679577,did not receive the product,Product not received,18126.99,False,False,False,True
SYN-00473,TXN-626491,did not receive the product,Product not received,53629.78,True,False,True,True
SYN-00820,TXN-111307,return completed but money not credited,Refund not processed,40220.02,False,False,False,True
SYN-01035,TXN-880399,charged twice for the same order please help,Duplicate charge,49396.9,False,False,False,True
SYN-01137,TXN-157259,did not receive the product,Product not received,62670.92,True,False,True,True
SYN-00628,TXN-311505,return completed but money not credited. details mising,Refund not processed,33034.55,False,False,False,True
SYN-01394,TXN-815711,product quality and colour do not match,Product not as described,65690.0,False,False,False,True
SYN-00801,TXN-458823,my parcel has not arrived. possible mix up,Product not received,42626.96,False,False,False,True
SYN-01019,TXN-145976,same transaction debited two times,Duplicate charge,633.25,False,False,False,True
SYN-00318,TXN-203398,invoice total differs from debit,Incorrect transaction amount,37395.84,True,False,True,True
SYN-01491,TXN-418395,charged twice for the same order,Duplicate charge,49890.82,False,False,False,True
SYN-00927,TXN-651186,charged after cancelling subscription. urgent,Subscription cancellation dispute,51785.72,False,False,False,True
SYN-01086,TXN-583326,invoice total differs from debit,Incorrect transaction amount,37955.84,False,False,False,True
SYN-01250,TXN-498663,service was not as advertised,Product not as described,64028.96,True,False,True,True
SYN-00440,TXN-191982,unclear problem with this purchase,Other,36030.99,False,False,True,True
SYN-01513,TXN-388548,order never delivered although tracking says pending,Product not received,27676.36,True,False,True,True
SYN-01187,TXN-982442,charged twice for the same order. custmer says,Duplicate charge,61567.74,False,True,True,True
SYN-01381,TXN-473122,unknown purchase on my statement,Transaction not recognized,29419.36,False,False,False,True
SYN-00897,TXN-675111,order never delivered although tracking says pending,Product not received,39855.96,False,False,False,True
SYN-00997,TXN-993209,I never authorized this transaction,Transaction not recognized,19780.64,True,False,True,True
SYN-01342,TXN-889470,amount taken is higher than agreed. ref tx,Incorrect transaction amount,60618.23,True,False,True,True
SYN-01039,TXN-542372,renewal debit after cancellation,Subscription cancellation dispute,11281.94,True,False,True,True
SYN-00003,TXN-106814,same transaction debited two times,Duplicate charge,60745.21,True,False,True,True
SYN-00233,TXN-488984,order never delivered although tracking says pending,Product not received,33853.66,True,True,True,True
SYN-00204,TXN-273580,return completed but money not credited. ref tx,Refund not processed,46930.21,True,False,True,True
SYN-00084,TXN-307963,refund promised but not received,Refund not processed,70621.94,False,False,False,True
SYN-01083,TXN-718265,duplicate payment appears on my card,Duplicate charge,10831.2,False,False,False,True
SYN-00528,TXN-459370,payment dispute needs investigation,Other,28071.51,True,False,True,True
SYN-00940,TXN-619900,return completed but money not credited. please help,Refund not processed,39075.14,True,False,True,True
SYN-01290,TXN-990901,product quality and colour do not match. possible mix up,Product not as described,44676.94,False,False,False,True
SYN-01193,TXN-201295,my parcel has not arrived,Product not received,16697.7,True,False,True,True
SYN-00588,TXN-446922,merchat has not processed my refund,Refund not processed,43628.14,True,False,True,True
SYN-01001,TXN-298561,order never delivered although tracking says pending. possible mix up,Product not received,54557.49,True,False,True,True
SYN-00876,TXN-996536,return completed but money not credited. possible mix up,Refund not processed,72766.13,False,True,True,True
SYN-00041,TXN-785743,order never delivered although tracking says pending. ref tx,Product not received,74045.02,False,False,False,True
SYN-00541,TXN-578368,I never authorized this transaction,Transaction not recognized,49163.43,False,False,False,True
SYN-01365,TXN-582752,I do not recognize this payment. merchant disagrees,Transaction not recognized,10622.47,False,False,False,True
SYN-00145,TXN-945664,did not receive the product,Product not received,36241.7,True,False,True,True
SYN-01099,TXN-119527,duplicate payment appears on my card,Duplicate charge,17683.02,False,False,False,True
SYN-00728,TXN-507523,payment dispute needs investigation. custmer says,Other,822.4,True,False,True,True
SYN-00547,TXN-717942,duplicate payment appears on my card. rf tx,Duplicate charge,34412.07,True,False,True,True
SYN-00725,TXN-322167,I do not recognize this paymen. possible mix up,Transaction not recognized,55552.71,False,False,False,True
SYN-01548,TXN-847775,refund promised but not received,Refund not processed,16676.71,False,False,False,True
SYN-00543,TXN-102303,membership was cancelled but billing continued,Subscription cancellation dispute,49486.15,False,True,True,True
SYN-00508,TXN-428638,merchant has not processed my refund,Refund not processed,74000.69,True,False,True,True
SYN-01497,TXN-245936,order never delivered although tracking says pending,Product not received,60367.45,False,False,False,True
SYN-00383,TXN-233051,charged after cancelling subscription. possible mix up,Subscription cancellation dispute,65055.03,False,False,False,True
SYN-00745,TXN-803950,my parcel has not arrived. possible mix up,Product not received,16846.28,False,False,False,True
SYN-00472,TXN-597889,unclear problem with this purchase. please help,Other,40256.01,False,False,True,True
SYN-01289,TXN-433443,did not receive the product,Product not received,3786.7,True,True,True,True
SYN-01296,TXN-616791,I have another issue with this transaction,Other,41650.71,True,False,True,True
SYN-00538,TXN-522866,product quality and colour do not match. merchant disagrees,Product not as described,48319.78,True,False,True,True
SYN-01233,TXN-733729,did not receive the product,Product not received,56816.75,True,False,True,True
SYN-00486,TXN-992647,charged the wrong amount,Incorrect transaction amount,10345.74,True,False,True,True
SYN-00456,TXN-948095,payment dispute needs investigation,Other,24001.94,False,False,False,True
SYN-00659,TXN-784733,same transaction debited two times,Duplicate charge,23647.77,True,False,True,True
SYN-01482,TXN-369840,item is different from its description. possible mix up,Product not as described,74236.52,False,False,False,True
SYN-00911,TXN-688285,membership was cancelled but billing continued,Subscription cancellation dispute,73318.74,True,False,True,True
SYN-01473,TXN-216478,order never delivered although tracking says pending,Product not received,48546.24,False,False,False,True
SYN-01561,TXN-387592,my parcel has not arrived,Product not received,3086.78,True,False,True,True
SYN-00460,TXN-497108,refund promised but not received,Refund not processed,37082.03,False,False,False,True
SYN-01595,TXN-392163,duplicate payment appears on my card,Duplicate charge,17528.49,False,True,True,True
SYN-00078,TXN-372793,amount taken is higherthan agreed,Incorrect transaction amount,13792.51,False,False,False,True
SYN-01010,TXN-272998,product quality and colour do not match. merchant disagrees,Product not as described,23612.48,False,False,False,True
SYN-00921,TXN-253235,my parcel has not arrived,Product not received,43707.34,True,False,True,True
SYN-00236,TXN-228594,return completed but money not credited,Refund not processed,36941.27,True,False,True,True
SYN-00595,TXN-665892,same transaction debited two times,Duplicate charge,19693.36,True,True,True,True
SYN-00883,TXN-757258,duplicate payment appears on my card,Duplicate charge,65391.95,False,False,False,True
SYN-01198,TXN-364178,invoice total diffes from debit,Incorrect transaction amount,42776.11,False,False,False,True
SYN-01402,TXN-185678,service was not as advertised,Product not as described,20687.39,True,True,True,True
SYN-00120,TXN-622584,I have anther issue with this transaction,Other,62444.14,False,True,True,True
SYN-00769,TXN-236014,did not receive the product. details missing,Product not received,46818.29,True,False,True,True
SYN-00529,TXN-938754,my parcel has not arrived. ref tx,Product not received,63830.08,True,False,True,True
SYN-00596,TXN-998801,merchant has not processed my refund,Refund not processed,44301.73,False,False,False,True
SYN-00924,TXN-938732,refund promised but not received,Refund not processed,63405.46,True,False,True,True
SYN-00048,TXN-361650,payment dispute needs investigation,Other,15912.94,False,False,False,True
SYN-00777,TXN-661916,order never delivered although tracing says pending,Product not received,23798.93,True,False,True,True
SYN-00465,TXN-865433,order never delivered although tracking says pending. please help,Product not received,41647.16,False,False,False,True
SYN-00603,TXN-333726,same transaction debited two times,Duplicate charge,19017.92,False,True,True,True
SYN-01364,TXN-240082,refund promised but not received. please help,Refund not processed,35649.16,False,False,False,True
SYN-01593,TXN-703075,my parcel has not arrived,Product not received,39030.81,False,False,False,True
SYN-01574,TXN-899656,amount taken is higher than agreed. urgent,Incorrect transaction amount,11424.74,False,False,False,True
SYN-01500,TXN-471399,refund promised but not received,Refund not processed,26944.77,False,False,False,True
SYN-01009,TXN-478108,order never delivered although tracking says pending. please help,Product not received,21218.13,False,False,False,True
SYN-00102,TXN-189318,chaged the wrong amount,Incorrect transaction amount,71194.55,True,False,True,True
SYN-01518,TXN-924911,amount taken is higher than agreed. custmer says,Incorrect transaction amount,34568.69,False,False,False,True
SYN-01185,TXN-515943,did not receive the product. plase help,Product not received,64211.69,False,False,False,True
SYN-00096,TXN-430876,payment dispute needs investigation,Other,54151.79,True,False,True,True
SYN-00515,TXN-335217,duplicate payment appears on my card,Duplicate charge,1629.55,False,False,False,True
SYN-00537,TXN-178501,my parcel has not arrived,Product not received,65232.16,False,False,False,True
SYN-00337,TXN-724540,order never delivered although tracking says pending. ref tx,Product not received,46116.73,True,False,True,True
SYN-00312,TXN-354655,payment dispute needs investigation,Other,10229.27,False,False,False,True
SYN-01395,TXN-108328,charged twice for the same order,Duplicate charge,61628.2,False,False,False,True
SYN-00041,TXN-785743,order never delivered although tracking says pending. ref tx,Product not received,74045.02,False,False,False,True
SYN-00740,TXN-564523,refund promised but not received,Refund not processed,30961.04,False,False,False,True
SYN-00170,TXN-705991,product quality and colour do not match,Product not as described,26502.49,False,False,False,True
SYN-01345,TXN-172827,did not receive the product. merchant disagrees,Product not received,45664.7,True,False,True,True
SYN-00337,TXN-724540,order never delivered although tracking says pending. ref tx,Product not received,46116.73,True,False,True,True
SYN-00140,TXN-620856,merchant has not processed my refund. possible mix up,Refund not processed,45558.81,False,True,True,True
SYN-01387,TXN-318964,same transaction debited two times,Duplicate charge,29194.43,False,False,False,True
SYN-01131,TXN-750338,same transaction debited two times,Duplicate charge,32221.74,False,False,False,True
SYN-00834,TXN-453796,product quality and colour do not match,Product not as described,14779.64,False,False,False,True
SYN-01361,TXN-785720,order never delivered although tracking says pending,Product not received,10538.09,False,False,False,True
SYN-00297,TXN-461264,my parcel has not arrived,Product not received,3586.72,False,False,False,True
SYN-00798,TXN-207932,invoice total differs from debit,Incorrect transaction amount,9728.2,False,False,False,True
SYN-00760,TXN-327408,payment dispute needs investigation,Other,37110.81,False,False,False,True
SYN-00929,TXN-726680,my parcel has not arrived,Product not received,61314.31,True,False,True,True
SYN-01089,TXN-841761,did not receive the product. please help,Product not received,59752.47,False,False,False,True
SYN-00429,TXN-210790,unknown purchase on my statement. please help,Transaction not recognized,8350.28,True,False,True,True
SYN-01049,TXN-309174,my parcel has not arrived,Product not received,9855.55,False,False,False,True
SYN-00105,TXN-351516,did not eceive the product,Product not received,6271.9,False,False,False,True
SYN-01464,TXN-803069,unclear problem with this purchase,Other,16092.38,True,False,True,True
SYN-00617,TXN-830550,order never delivered although tracking says pending,Product not received,57162.9,False,False,False,True
SYN-01055,TXN-206816,membership was cancelled but billing continued,Subscription cancellation dispute,45801.87,False,False,False,True
SYN-00125,TXN-501574,I never authorized this transaction,Transaction not recognized,18061.89,False,False,False,True
SYN-00733,TXN-954441,unknown purchase on my statement. details missing,Transaction not recognized,29159.75,True,False,True,True
SYN-00593,TXN-664781,did not receive the product. custmer says,Product not received,10671.26,False,False,False,True
SYN-00377,TXN-896922,did not receive the product. possible mix up,Product not received,56807.37,False,False,False,True
SYN-01393,TXN-754974,order never delivered although tracking says pending,Product not received,38532.96,False,False,False,True
SYN-01025,TXN-599583,my parcel hasnot arrived,Product not received,66428.78,False,False,False,True
SYN-01243,TXN-605590,same transaction debited two times,Duplicate charge,71637.79,False,False,False,True
SYN-00090,TXN-587282,product quality and colour do not match. urgent,Product not as described,18440.23,True,False,True,True
SYN-01535,TXN-375831,membership was cancelled but billing continued,Subscription cancellation dispute,70282.07,False,False,False,True
SYN-00919,TXN-881782,renewal debit after cancelation,Subscription cancellation dispute,5190.08,True,False,True,True
SYN-01044,TXN-779792,merchant has not processed my refund. please help,Refund not processed,4949.65,False,False,False,True
SYN-00705,TXN-672130,order never delivered although tracking says pending,Product not received,18205.29,False,False,False,True
SYN-01185,TXN-515943,did not receive the product. plase help,Product not received,64211.69,False,False,False,True
SYN-00959,TXN-356092,membership was cancelled but billing continued,Subscription cancellation dispute,4421.46,False,False,False,True
SYN-00202,TXN-985447,item is different from its description. possible mix up,Product not as described,5971.03,True,True,True,True
SYN-00326,TXN-388086,invoice total diffes from debit,Incorrect transaction amount,39799.97,False,True,True,True
SYN-00721,TXN-787247,did not receive the product. custmer says,Product not received,25969.81,False,False,False,True
SYN-00249,TXN-946567,did not receive the product. custmer says,Product not received,18516.11,False,False,False,True
SYN-00354,TXN-602514,product quality and colour do not match,Product not as described,74304.4,False,True,True,True
SYN-00656,TXN-440881,I have another issue with this transaction,Other,21488.02,False,False,False,True
SYN-00245,TXN-677599,I do not recognize this payment. details missing,Transaction not recognized,47701.91,False,False,False,True
SYN-00146,TXN-336574,product quality and colour do not match,Product not as described,10727.77,True,False,True,True
SYN-00344,TXN-818605,I have another issue with this transaction,Other,39178.14,False,False,False,True
SYN-01526,TXN-364760,invoice total differs from debit. ref tx,Incorrect transaction amount,15139.33,False,False,False,True
SYN-00137,TXN-823846,did not receie the product,Product not received,72159.74,False,False,False,True
SYN-00418,TXN-384434,service was not as advertised,Product not as described,54077.26,True,False,True,True
SYN-01426,TXN-983981,product quality and colour do not match. custmer says,Product not as described,58864.03,False,False,False,True
SYN-01473,TXN-216478,order never delivered although tracking says pending,Product not received,48546.24,False,False,False,True
SYN-00681,TXN-814544,my parcel has not arrived,Product not received,35566.82,False,False,False,True
SYN-00494,TXN-581294,invoice total differs from debit,Incorrect transaction amount,63898.5,True,False,True,True
SYN-00321,TXN-453961,my parcel has not arrived. ref tx,Product not received,70771.09,True,False,True,True
SYN-00473,TXN-626491,did not receive the product,Product not received,53629.78,True,False,True,True
SYN-00177,TXN-563516,my parcl has not arrived. details missing,Product not received,36526.98,True,False,True,True
SYN-00953,TXN-994303,my parcel has nt arrived,Product not received,33868.09,False,True,True,True
SYN-00721,TXN-787247,did not receive the product. custmer says,Product not received,25969.81,False,False,False,True
SYN-01068,TXN-860321,return completed but money not credited,Refund not processed,25219.41,True,True,True,True
SYN-01458,TXN-821673,item is different from its description. custmer says,Product not as described,74219.45,False,False,False,True
SYN-01566,TXN-786398,invoice total differs from debit. custmer says,Incorrect transaction amount,17603.13,False,False,False,True
SYN-00329,TXN-414546,order never delivered althogh tracking says pending,Product not received,52352.97,False,False,False,True
SYN-00857,TXN-166175,did not eceive the product. details missing,Product not received,46248.63,True,False,True,True
SYN-01483,TXN-642985,same transaction debited two times,Duplicate charge,53319.47,True,False,True,True
SYN-00921,TXN-253235,my parcel has not arrived,Product not received,43707.34,True,False,True,True
SYN-00747,TXN-513296,charged twice for the same order,Duplicate charge,54070.75,False,False,False,True
SYN-00191,TXN-486649,membership was cancelled but billing continued,Subscription cancellation dispute,3012.06,True,False,True,True
SYN-01264,TXN-276394,unclear problem with this purchase,Other,51022.19,False,False,True,True
SYN-00233,TXN-488984,order never delivered although tracking says pending,Product not received,33853.66,True,True,True,True
SYN-01417,TXN-709467,my parcel has not arrived,Product not received,33418.38,False,True,True,True
SYN-01481,TXN-253703,my parcel has not arrived,Product not received,12713.56,False,False,False,True
SYN-00815,TXN-545405,renewal debit after cancellation. details missing,Subscription cancellation dispute,17084.65,False,False,False,True
SYN-01087,TXN-753880,membership was cancelled but billing continued,Subscription cancellation dispute,46932.45,False,True,True,True
SYN-01181,TXN-832582,I never authorized this transaction,Transaction not recognized,7345.05,False,False,False,True
SYN-00802,TXN-977394,service was not as advertised,Product not as described,53450.49,False,False,False,True
SYN-01508,TXN-170403,merchant has not processed my refund,Refund not processed,15211.55,False,False,False,True
SYN-01033,TXN-457915,did not receive the product. details missing,Product not received,60625.8,False,False,False,True
SYN-01417,TXN-709467,my parcel has not arrived,Product not received,33418.38,False,True,True,True
SYN-00258,TXN-177103,product quality and colour do not match,Product not as described,41580.63,False,False,False,True
SYN-00425,TXN-986575,order neverdelivered although tracking says pending,Product not received,69111.25,False,True,True,True
SYN-01505,TXN-227341,did not receive the roduct. details missing,Product not received,64850.56,False,False,False,True
SYN-01166,TXN-831844,amount taken is higher than agreed,Incorrect transaction amount,32273.14,True,False,True,True
SYN-00417,TXN-679720,my parcel has not arrived. merchant disagrees,Product not received,64339.75,True,False,True,True
SYN-00129,TXN-377896,my parcel has not arrived,Product not received,35317.37,False,True,True,True
SYN-01052,TXN-609990,refund promised but not received,Refund not processed,42235.77,True,False,True,True
SYN-00071,TXN-184491,membership was cancelled but billing continued,Subscription cancellation dispute,66998.3,True,False,True,True
SYN-00206,TXN-975679,amount taken is higher than agreed,Incorrect transaction amount,58870.68,True,False,True,True
SYN-00193,TXN-297383,did not receive the product,Product not received,42959.49,True,False,True,True
SYN-01259,TXN-510059,charged twice for the same order,Duplicate charge,56876.78,False,False,False,True
SYN-01469,TXN-296114,I never authorized this transaction. ref tx,Transaction not recognized,67078.43,False,False,False,True
SYN-01329,TXN-570267,did not receive the product. possible mix up,Product not received,67139.39,False,False,False,True
SYN-00340,TXN-764693,return completed but money not credited. urgent,Refund not processed,53433.16,True,True,True,True
SYN-00124,TXN-678727,return completed but money not credited,Refund not processed,26014.62,True,False,True,True
SYN-01344,TXN-289170,I have another issue with this transaction,Other,70762.9,True,False,True,True
SYN-01134,TXN-244360,amount taken is higher than agreed,Incorrect transaction amount,14106.26,False,False,False,True
SYN-00212,TXN-781533,refund prmised but not received,Refund not processed,62970.23,True,False,True,True
SYN-01503,TXN-522515,renewal debit after cancellation,Subscription cancellation dispute,29570.31,True,False,True,True
SYN-00081,TXN-259784,didnot receive the product. custmer says,Product not received,1723.45,False,False,False,True
SYN-01287,TXN-229502,charged after cancelling subscription. please help,Subscription cancellation dispute,8053.31,False,False,False,True
SYN-00870,TXN-721497,charged the wrong amount. please help,Incorrect transaction amount,54160.67,True,False,True,True
SYN-00512,TXN-502181,unclear problem with this purchase. custmer says,Other,9843.15,False,False,True,True
SYN-00697,TXN-318877,did not rceive the product,Product not received,69779.72,False,True,True,True
SYN-00201,TXN-289019,did not receive the prouct,Product not received,27321.67,False,False,False,True
SYN-01582,TXN-255607,invoice total differs from debit,Incorrect transaction amount,37975.45,True,False,True,True
SYN-01109,TXN-110043,unknown purchase on my statement. custmer says,Transaction not recognized,519.09,False,False,False,True
SYN-01553,TXN-188597,orde never delivered although tracking says pending,Product not received,22670.18,True,False,True,True
SYN-00504,TXN-489737,unclear problem with this purchase. merchant disagrees,Other,66535.78,False,False,True,True
SYN-00624,TXN-520018,I have another issue with this transaction,Other,16240.68,False,True,True,True
SYN-01297,TXN-640028,my parcel has not arrived,Product not received,36077.74,False,False,False,True
SYN-01553,TXN-188597,orde never delivered although tracking says pending,Product not received,22670.18,True,False,True,True
SYN-00757,TXN-257380,unknownpurchase on my statement,Transaction not recognized,49532.53,False,False,False,True
SYN-00131,TXN-747453,duplicate payment appears on my card,Duplicate charge,40667.54,False,False,False,True
SYN-00559,TXN-349136,renewal debit after cancellation,Subscription cancellation dispute,42182.6,False,False,False,True
SYN-00823,TXN-873199,charged after cancelling subscription,Subscription cancellation dispute,22022.43,False,False,False,True
SYN-01249,TXN-876555,order never delivered although tracking says pending,Product not received,6866.72,True,True,True,True
